-0.49257,-0.87966,-1.0126,-1.3675,-1.5032,-1.2486,-0.85204,0.52648,0.53185,-0.82186,-1.039,-0.4951,-0.189,-0.39501,-0.49503,-0.25713,-0.47152,-0.16271,0.89395,1.4853,1.5659,0.25954,-0.25412,-0.76671,-0.61041,0.16967,-0.38531,0.58223,1.1267,-0.023062,-1.1481,-1.0875,-1.0083,-1.2664,-0.84432,-0.96685,-0.67886,-0.35054,-0.68203,-1.0642,-1.0828,-0.8802,-0.39504,-0.25906,-0.31847,1.4567,2.3641,0.21582,-0.33951,-0.37715,0.4048,-0.19353,-0.59608,-1.1136,-0.7672,0.55988,-0.48982,-0.39732,0.78779,0.74895,-0.19246,-0.52357
0.24401,-0.82625,-0.63556,-0.74154,0.2754,0.96617,1.4453,0.88855,-0.21487,-0.33,0.13435,1.567,0.94393,-0.31442,-0.4557,0.67301,1.1942,0.34727,0.3875,1.3954,0.21085,0.065047,1.0859,0.71577,0.34607,-0.20772,-0.22437,-0.48183,0.36773,0.42315,0.6105,1.1005,2.302,2.2552,0.77072,0.63674,-0.069501,-0.30362,-0.24945,0.11286,0.18302,-0.22169,-0.28589,-0.18583,0.27579,0.48025,0.37911,-0.41467,-0.62822,-0.87322,-1.2315,-1.0264,-1.1458,-1.0519,-1.1501,-1.1351,-1.4235,-1.2253,-0.55209,-0.80628,-1.1843,-0.99622
-0.48782,-1.277,-1.3181,-0.69582,-0.38011,-0.22117,1.0069,1.3648,0.60846,1.0539,1.9355,2.41,1.3623,0.80162,0.83666,0.55031,0.51377,1.256,0.97839,0.95723,0.85601,0.15445,0.3745,0.7591,1.233,1.307,2.4617,2.3371,1.8302,0.96111,0.15317,0.61619,1.0419,0.17462,1.1828,2.0968,0.70013,-0.3387,-0.22591,0.50334,0.33183,0.2378,1.0197,0.44423,-0.0016951,-1.1298,-1.3124,-1.4185,-1.4974,-1.4355,-1.5675,-1.548,-1.4302,-1.3437,-1.3849,-1.4063,-1.1873,-1.1001,0.18795,-0.12067,1.4436,1.3175
0.86106,0.46895,0.36092,-0.45759,-1.1237,-1.0934,-0.46995,-0.42414,-0.72882,-1.1221,-1.1895,-1.3481,-0.61097,-1.057,-0.86295,-0.85963,-0.60175,-0.63574,0.054948,-0.66668,-0.79212,-0.77526,-1.0732,-1.0228,0.065042,3.1413,1.9703,-0.29458,-0.47379,-0.19126,1.1635,0.13535,0.92199,0.36363,0.12176,0.18204,1.0397,2.3756,1.1766,0.22883,-0.13547,0.10635,0.34233,-0.028179,0.088757,-0.33878,1.2883,0.47865,1.0597,-0.61036,-1.1091,0.051476,0.17466,0.20347,-1.2166,-1.298,-1.39,-1.4135,-1.6062,-1.5824,-1.3078,-0.98642
-1.5366,-1.5379,-1.2843,-0.64103,0.07442,1.3841,0.1619,-0.80718,-1.3784,-1.5036,-1.5034,-1.4711,-1.4221,-1.3013,-1.0869,-0.39718,0.56162,0.16715,0.0090488,-0.28569,1.0068,0.67923,0.96509,1.8309,1.8042,1.2414,0.88791,2.2897,2.5145,1.2654,0.18144,-0.46118,-0.67103,1.7893,2.2815,-0.35401,-1.0189,-1.0101,-0.73962,-0.44317,-0.28069,-0.2394,-0.58739,-0.82921,0.12876,0.02964,-0.11212,-0.9066,-0.40155,-0.42265,-0.90977,-0.59973,0.22354,-0.8969,-0.56527,1.0322,0.20428,-1.257,-1.3801,-1.415,-1.4434,-0.67722
-0.29019,-0.0028548,0.80419,1.6248,1.7433,1.2333,1.1622,0.24356,0.077879,0.33746,0.65405,-0.0424,0.24821,1.6806,0.24621,-0.89637,-0.75522,0.43849,0.88304,-0.34366,-0.78424,0.38749,0.035568,-0.10007,-0.66897,-0.19643,0.3111,0.34142,-0.074254,-0.26963,0.13982,-0.31497,0.053776,2.2919,3.982,3.6898,0.71899,-0.87855,-0.0088445,0.52442,1.3251,0.31829,0.23503,-0.30906,1.2499,1.8272,1.4806,1.6311,2.6661,0.3118,0.54278,-0.033909,0.012197,0.77894,0.16556,-0.8001,-0.99441,-0.90095,-0.60226,-0.59293,-0.72669,-0.46878
-0.24973,0.69106,0.167,0.10498,0.69793,0.9605,0.18204,-0.36401,0.0020992,0.21622,2.0478,1.1467,0.11471,0.52844,2.6727,0.90148,-0.0059629,-0.97188,-0.446,-0.68026,-0.31245,-0.59779,0.10429,-0.45637,-0.86929,-0.79127,-0.62334,-0.20089,-0.23363,-0.36944,-0.79498,-0.029712,1.4788,-0.21752,-1.234,-0.91759,-0.53342,0.085084,0.44337,2.3819,1.8647,1.0397,1.8107,-0.1685,-0.5516,0.15836,-0.15468,-0.99718,-0.73604,-0.25429,-0.46003,-0.48072,-1.3055,-1.3944,-1.5844,-1.5307,-1.6142,-1.4854,-1.4874,-1.1505,-0.35173,0.33541
-0.2178,-0.5401,-0.87071,0.20917,-0.26554,-0.29831,-0.27597,-0.40393,-0.55582,-0.80696,0.20746,-0.52931,-0.75205,-0.33639,0.25428,-0.15999,0.2616,-0.033789,0.35315,-0.32952,-0.39976,-0.036012,-0.96868,-1.0201,-1.1723,-1.2728,-0.98452,0.28782,-0.9434,-0.3668,-0.57511,-0.36489,0.19557,-0.37581,-0.1036,0.38147,1.4794,1.0105,1.3838,1.3169,1.3327,0.68332,0.21762,-0.2062,-0.33229,0.87503,0.89263,1.6099,0.83626,-0.16305,0.42764,0.0096192,-0.41474,0.17472,1.762,0.26296,-0.41656,-0.39471,0.36285,0.61821,2.1217,2.2624
-0.39957,0.97553,2.22,2.2075,1.5953,0.79045,0.83584,0.34837,1.0445,0.49107,0.29037,1.5247,2.6153,1.3248,0.061551,-0.37551,-0.37127,-0.24905,-1.1308,-0.21482,-0.24577,-0.43085,0.63258,0.035599,-1.132,-0.38562,-0.48376,-0.31498,-0.67577,-0.94653,-0.33032,0.44238,1.0027,1.124,2.0488,1.8577,-0.46847,-0.31638,0.89374,0.53953,-0.31765,-0.7763,-1.0849,-0.66478,-0.55332,-0.64462,-0.29152,-0.15119,-0.94964,-0.82363,-0.40134,-0.80906,-1.2238,-1.2358,-1.3432,-1.3636,-1.5078,-1.3702,-1.354,-1.2884,-1.2831,-0.52827
-1.0693,-0.3992,0.20898,0.10661,-0.35054,-0.84656,-0.81905,0.0063946,0.33434,1.1293,0.31625,0.48622,2.4945,1.2456,-0.26862,-0.80661,0.32948,0.72896,1.3193,0.38757,0.79766,1.9279,0.61035,-0.088389,0.38198,-0.047886,-0.75882,-1.2451,-0.66312,-0.46808,-0.64357,-0.51325,-0.17167,-0.71873,-0.65076,-0.85067,0.073335,0.24181,0.19097,0.20009,-0.18523,-0.42043,1.0212,1.5995,0.16021,-0.30487,-0.64957,-0.54058,0.47601,0.7079,1.1628,0.30323,0.23131,2.8074,1.0865,-0.67949,-0.64193,1.385,0.15682,0.18791,0.5169,0.046739
