5.3595,5.4515,5.4525,4.8475,4.683,4.5315,4.5465,4.876,5.2315,4.832,4.0835,3.834,4.9685,6.489,5.6175,4.937,4.992,5.172,4.377,3.7795,4.388,4.509,4.702,5.4595,6.2905,6.8945,6.971,6.878,6.7005,6.65,6.054,5.794,5.532,5.6175,5.421,5.2205,6.2975,6.653,6.482,6.185,4.947,4.214,4.2185,4.778,5.183,5.2715,5.459,6.284,6.491,6.636,6.075,5.7225,4.9295,5.152,5.323,5.361,5.1145,5.641,5.6855,4.3775,3.9815,3.92,3.3265,2.744,3.2625,3.0735,4.6105,5.2885,5.4825,5.2775,4.959,5.338,5.4985,4.9835,6.017,6.2575,6.409,6.8155,6.668,6.185,5.9935,5.9635,5.881,5.171,5.494,5.2965,5.324,5.579,5.5605,5.623,5.5435,5.2985,5.1585,5.0415,5.2605,5.7395,5.4965,4.8265,3.88,3.8905,4.087,3.9505,3.767,3.3765,3.451,3.704,3.9595,4.187,4.073,3.7545,3.9585,4.3175,3.782,2.1205,1.5335,2.3505,3.1325,3.091,3.349,3.346,3.529,3.6155
4.562,4.656,4.6855,4.694,4.679,5.482,4.9315,4.7605,4.744,5.028,5.016,4.961,4.7715,4.795,5.5485,5.3415,5.448,5.181,4.9115,5.1385,4.9975,5.332,5.5505,5.6445,5.334,4.9595,5.0785,4.32,4.5805,4.278,4.5475,4.6235,4.549,4.6155,4.6815,5.037,4.903,5.126,4.9515,5.006,5.603,6.168,6.0985,6.363,6.537,6.237,5.937,5.317,4.8925,4.3985,4.4735,4.9925,5.453,5.4825,5.317,4.4905,4.1285,4.313,5.0075,5.7265,6.0095,5.196,4.993,5.089,4.963,5.236,5.2595,5.124,4.283,4.172,4.4525,4.755,5.85,6.165,5.9695,5.0315,5.0185,5.1195,4.452,3.8435,3.8375,4.0215,3.5565,3.9845,4.25,4.88,4.3815,3.3465,3.1825,3.114,3.3825,3.9775,4.366,4.5025,4.272,4.131,4.4985,5.414,5.555,4.846,4.2045,4.543,4.523,5.1005,5.463,4.683,4.527,3.86,3.729,3.7485,4.158,3.733,3.3765,3.84,4.5055,3.88,3.8645,3.702,3.6555,3.4455,3.449,3.464
5.235,5.2955,5.0895,4.2835,4.162,4.5385,4.712,4.2905,3.9635,4.9855,5.578,6.216,5.577,5.2165,5.064,4.52,4.9855,5.4745,5.757,5.806,5.614,5.648,5.8135,6.001,6.2865,5.861,6.0865,6.6595,6.0275,5.1805,4.907,5.047,4.8545,5.231,4.5195,4.222,4.6685,5.6345,6.163,6.374,5.441,5.075,5.583,5.514,5.0165,5.253,5.0585,4.6335,5.0065,4.9345,5.0095,5.309,5.527,5.2865,5.308,5.928,6.015,5.811,5.4535,4.772,5.22,5.3085,4.904,5.4855,5.7915,5.2205,4.91,4.583,4.526,5.068,5.2495,4.8895,4.5605,4.113,4.237,3.824,4.211,3.7755,3.3965,3.3955,3.2605,2.6535,2.942,2.883,2.898,3.2425,3.7295,4.086,3.6685,3.456,3.456,3.4545,3.8795,4.4845,4.7115,4.733,4.831,4.5665,4.2835,3.7245,3.5315,4.0775,4.668,5.1365,5.8635,5.3145,4.771,3.2655,3.0995,3.5545,4.0555,4.094,3.554,3.3515,3.746,3.093,2.4405,1.962,2.5445,3.0845,2.2415,1.814
4.7685,4.311,3.943,4.648,5.6155,5.4365,4.426,4.595,4.4455,4.6735,5.4105,6.2735,5.6275,5.0785,5.4455,5.0935,4.7085,4.212,3.7795,4.216,4.504,5.3465,5.9445,5.81,5.6605,5.977,6.347,6.3945,6.162,5.9745,4.8085,3.942,4.2115,4.0955,3.83,3.988,4.261,4.0805,3.3105,3.798,4.714,4.013,4.2505,4.333,3.8365,3.234,3.681,5.1675,5.5035,4.8785,5.065,5.2775,4.08,3.353,5.1965,5.888,5.9925,5.1865,5.5265,6.005,6.636,6.1635,5.6115,5.083,5.611,6,6.0325,5.025,4.5405,4.251,4.611,4.5225,4.3495,4.6985,4.7625,4.786,4.91,4.9135,4.52,4.3175,3.9225,3.6255,3.944,4.165,4.066,4.0255,3.5845,3.5485,3.963,4.383,3.9745,4.111,3.894,4.072,4.1705,4.5875,4.0155,4.2405,4.3205,4.0525,4.6065,4.6445,4.3425,3.673,3.098,2.365,1.9745,2.3455,1.908,1.408,1.011,1.1435,1.4125,1.706,1.7635,1.6285,0.4095,-0.182,-0.2965,-0.3895,-0.7385,-0.012498
5.0295,4.983,4.752,4.4655,5.2265,4.9575,4.2295,4.289,5.2,5.8895,5.429,5.45,5.4845,5.0405,4.196,3.6615,3.419,3.636,3.84,4.8475,5.512,5.7445,5.815,5.7795,5.5375,5.866,5.355,5.2165,5.1665,4.7495,4.3615,4.496,4.5815,4.5025,4.2015,4.343,4.534,4.618,4.569,4.1585,3.515,3.2595,4.1485,4.417,4.3775,4.8235,4.865,4.907,4.527,5.447,5.7555,5.426,4.927,5.331,6.372,7.0095,6.88,5.961,5.2625,5.811,6.5055,6.8235,6.3535,5.38,4.7035,4.678,5.0765,5.1695,4.9105,4.282,5.04,4.95,5.037,5.219,4.8015,4.2665,4.16,4.1865,4.342,5.0275,4.6245,4.877,4.8505,5.01,4.26,4.0655,4.0765,4.2645,3.8305,4.272,4.147,4.272,4.1275,3.8735,4.6565,4.342,4.369,3.904,3.814,3.709,3.9025,4.146,3.9495,3.7955,3.5285,3.6985,3.5005,3.5805,3.563,3.102,3.1995,3.2565,2.9905,2.601,2.4585,2.456,2.645,2.071,1.1195,0.986,0.7425,0.6035
4.644,4.241,3.318,3.06,3.68,4.51,5.0195,5.7445,4.925,4.451,3.6175,3.277,3.7945,4.9025,4.9675,5.432,6.8295,7.438,6.803,5.995,4.902,4.224,3.2595,3.4975,4.376,5.2775,5.375,5.88,5.81,5.53,6.19,6.073,5.573,5.216,4.728,5.183,4.9485,4.448,4.0525,4.096,4.0215,4.2395,3.963,3.8155,4.4805,4.4585,4.1385,4.224,4.2,3.811,3.5675,3.367,3.1835,3.1785,3.156,2.907,3.5315,3.923,4.0245,3.886,3.1565,3.5875,4.921,5.328,5.6685,4.8805,3.666,2.9675,3.732,5.0485,5.426,5.9795,6.0285,5.888,5.509,5.757,6.1285,5.904,6.1905,5.724,5.7035,5.901,4.9615,4.9495,3.534,2.9895,3.139,3.3135,3.4425,2.9935,2.9505,3.1615,3.773,4.0235,4.2465,4.2605,4.057,3.4945,3.6775,3.5215,3.9945,3.5665,1.9865,1.2545,1.2685,2.29,1.913,1.4175,1.927,2.2725,2.4825,2.8725,2.98,2.694,3.6595,4.3575,4.017,3.523,3.097,2.749,2.2405,1.665
5.6605,4.779,5.3495,5.421,5.4065,5.409,4.688,3.857,3.803,4.473,5.2115,5.16,5.2775,4.7625,4.3845,4.4915,4.4105,4.5325,5.4825,5.437,5.496,5.986,6.298,5.3755,4.9095,4.539,4.0375,3.308,3.4395,4.693,5.5275,6.11,5.7245,5.356,4.8005,4.445,5.043,5.3845,5.3755,5.196,5.3055,5.2155,5.685,5.5555,6.6425,5.643,4.8665,4.2915,3.922,4.1405,4.0995,4.1905,3.6965,2.365,2.2595,3.2945,4.3155,4.385,4.725,5.1045,5.42,5.681,5.231,4.666,4.962,5.615,5.244,5.716,6.055,5.7205,5.0655,4.9355,4.266,4.4385,4.924,5.1325,5.589,5.0735,4.262,3.759,3.498,3.192,3.849,4.218,3.618,3.2555,2.9965,3.121,3.4635,3.8875,3.9155,5.1595,5.32,5.195,5.422,5.221,4.917,4.121,3.668,3.876,4.094,4.7155,4.557,4.79,4.6875,5.353,5.1765,5.147,5.1935,4.8995,4.454,4.3305,4.996,5.094,4.7965,4.152,4.408,4.6365,3.749,3.4905,3.265,3.28
4.468,4.0445,4.047,4.275,4.87,5.358,5.4705,5.8555,6.153,6.09,6.0595,5.544,5.378,5.418,5.323,5.6115,5.568,4.9115,5.002,5.061,5.2675,5.966,5.9705,5.189,5.585,6.2905,7.02,7.418,7.064,6.4385,5.4625,5.0755,5.118,5.2715,5.0965,4.564,4.218,4.3625,4.463,4.989,4.889,4.1255,4.814,4.833,4.18,4.1125,4.57,5.0595,5.8845,5.716,5.1615,5.369,4.6405,4.4825,4.4655,3.9245,4.085,4.428,4.284,4.697,4.9425,4.845,4.4155,3.942,4.2095,5.1845,5.402,5.0315,5.601,5.59,5.348,4.566,4.4585,4.4115,4.5955,4.8235,4.4055,4.5955,4.622,4.303,3.842,3.1175,3.3815,4.786,5.279,5.813,6.0095,5.406,5.3685,4.9275,5.2465,4.768,4.5565,4.9525,4.9955,5.443,5.352,4.808,4.2865,3.899,4.4035,3.711,3.5335,3.015,2.2865,1.954,1.6975,1.433,1.2745,0.7385,0.2095,-0.1115,0.2645,0.5845,-0.1075,-0.5355,-0.113,0.6725,0.834,0.7895,1.236,2.253
5.566,5.6105,6.2245,6.3655,6.3505,5.7565,4.961,5.0245,5.1595,4.4795,4.853,4.336,4.557,4.8995,4.936,4.849,4.8165,4.5885,4.4605,3.909,3.9335,3.7965,4.066,3.5995,3.85,4.484,4.0655,5.444,5.479,5.905,6.135,6.452,7.014,6.9585,6.134,6.1285,5.7225,5.543,5.814,6.599,6.728,6.3305,6.2125,5.735,5.5435,5.568,5.5735,5.714,5.8505,6.1,6.1665,5.953,5.5215,4.68,4.5625,5.347,5.721,5.855,5.2825,5.343,5.7705,6.4995,6.6885,6.9385,6.8345,6.3055,5.0005,4.517,5.161,5.7085,5.143,4.921,5.2665,5.419,5.4925,5.2615,5.146,4.935,4.749,5.0115,4.6125,4.5635,4.0405,3.9775,4.016,3.674,3.884,4.439,3.945,3.5805,3.3685,4.5365,4.1305,5.092,5.204,5.3515,5.164,4.9805,5.128,5.187,4.816,4.2265,3.9085,3.8555,3.806,3.5215,3.3445,3.4085,2.833,2.197,2.8735,3.8805,3.553,4.1395,4.4995,4.481,3.5115,2.865,1.0505,1.021,1.2185,-0.4065
4.0925,2.885,2.374,3.108,4.1075,3.832,4.154,4.3,4.5165,4.487,4.9825,4.481,4.2575,3.6995,4.623,4.112,4.7755,4.7715,4.3075,4.13,4.175,3.9715,3.6435,3.2755,4.3795,5.284,5.1165,5.481,5.905,6.636,6.037,6.1245,5.996,6.572,6.632,6.488,5.071,5.651,5.536,6.069,6.069,6.354,5.437,5.3125,5.5945,6.264,7.1215,6.597,6.462,5.5245,4.9995,4.7485,3.8785,4.4385,3.4485,3.1995,4.485,4.6145,4.912,4.5055,4.192,4.4645,3.425,3.101,3.4095,5.7295,5.604,5.933,6.2035,5.5965,4.5895,3.55,4.748,5.2515,4.785,4.673,5.625,5.598,6.074,6.658,6.102,6.1305,5.943,5.7185,4.3995,3.85,4.5225,4.4565,4.3725,4.945,4.8715,5.234,5.6605,5.709,4.611,3.228,3.0985,3.493,3.2265,3.029,2.7895,3.623,4.4095,5.0945,4.5075,4.653,2.8405,2.4775,3.1155,3.7045,3.443,3.0515,3.351,3.417,3.5385,2.8985,2.5245,3.26,3.4725,2.7415,2.329,1.018
